                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                    6100                                     1642                  1.0000000000000000E+000                  2.0000000000000000E-002                  1.1209983444842993E+010                  2.3882607767928421E+003                  3.5255367874751487E+003                  8.3874568939140659E+002                  7.7627895048554578E+001                  1.9893514816385341E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.8380936983190514E-001                  4.6059931105740606E-005                  8.0982503799468374E-003                  3.0215309744018432E-003                  1.7001604796830225E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  4.2339521613348358E-001                  7.8769750104480880E-004                  5.5641789695820298E-001                  1.8943951889733739E-003                  5.1458667405695222E-003                  6.3493439819613398E-003                  2.0333702762544564E-003                  3.7624411853904582E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.8451626410921793E+006                  3.6168691477546622E+002                  1.1922564999715224E+007                  8.3179248064442118E+002                  8.3148510327523661E+002                  8.3791526016377555E-007                  5.6720576595144742E+001                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.5376017355897722E+017                               "r22.05.1"                               "gfortran"                                 "12.2.0"                  "aarch64-macos-22.10.1"                                 "CRMATH"                               "20221109"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                 tri_alfa 
                                       1                  1.0000000000000000E+000                  1.8900178100305871E+000                  3.5472252510233422E+000                 -8.3143600274349634E+000                  3.0359333014734591E+000                  6.9999999999999996E-001                  2.8000000000000003E-001                  2.0000000000000018E-002                  7.1109229430048555E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  9.9999999999949996E-001                  1.8900178099855984E+000                  3.5472252528742239E+000                 -8.3143600145114736E+000                  3.0359333162778572E+000                  7.0000000000000018E-001                  2.7999999999999997E-001                  1.9999999999999796E-002                  7.1109231546219104E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  9.9999999999699996E-001                  1.8900178097606632E+000                  3.5472252590438287E+000                 -8.3143599714331859E+000                  3.0359333656258380E+000                  7.0000000000000007E-001                  2.8000000000000019E-001                  1.9999999999999796E-002                  7.1109238600119743E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  9.9999999998950007E-001                  1.8900178090858517E+000                  3.5472252705636409E+000                 -8.3143598904683156E+000                  3.0359334577677584E+000                  6.9999999874346752E-001                  2.8000000125653268E-001                  1.9999999999999796E-002                  7.1109251602510273E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  9.9999999997832822E-001                  1.8900178080806644E+000                  3.5472252843488592E+000                 -8.3143597935815130E+000                  3.0359335680296131E+000                  6.9999999723983430E-001                  2.8000000276016584E-001                  1.9999999999999796E-002                  7.1109267161854462E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  9.9999999996715638E-001                  1.8900178070754774E+000                  3.5472253052194933E+000                 -8.3143596434573830E+000                  3.0359337349644711E+000                  6.9999998680479847E-001                  2.8000001319520174E-001                  1.9999999999999796E-002                  7.1109289624007333E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  9.9999999994450017E-001                  1.8900178050369878E+000                  3.5472253529375979E+000                 -8.3143593055829985E+000                  3.0359341166397806E+000                  6.9999997567509853E-001                  2.8000002432490156E-001                  1.9999999999999907E-002                  7.1109342688438323E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  9.9999999988981259E-001                  1.8900178001164984E+000                  3.5472254396979017E+000                 -8.3143585153861519E+000                  3.0359348105940520E+000                  6.9999953817697858E-001                  2.8000046182302168E-001                  1.9999999999999796E-002                  7.1109383193130375E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  9.9999999980387522E-001                  1.8900177923843140E+000                  3.5472255987580401E+000                 -8.3143503505813996E+000                  3.0359360828407618E+000                  6.9998280278997282E-001                  2.8001719720997337E-001                  2.0000000000053753E-002                  7.1107319983316757E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      10                  9.9999999963200015E-001                  1.8900177769202353E+000                  3.5472258108230439E+000                 -8.3142807123144742E+000                  3.0359377791641520E+000                  6.9982111679742043E-001                  2.8017888317384915E-001                  2.0000000028730369E-002                  7.1085872263568606E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      11                  9.9999999946012519E-001                  1.8900177614586346E+000                  3.5472261312156905E+000                 -8.3138232612921747E+000                  3.0359403429134275E+000                  6.9874174799152544E-001                  2.8125823813816969E-001                  2.0000013870304922E-002                  7.0941450296359430E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      12                  9.9999999911246895E-001                  1.8900177302169521E+000                  3.5472266098454717E+000                 -8.3126814898131389E+000                  3.0359441788720316E+000                  6.9604645509738261E-001                  2.8395276141044706E-001                  2.0000783492170271E-002                  7.0580533221919723E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      13                  9.9999999868278144E-001                  1.8900176917050102E+000                  3.5472272575901882E+000                 -8.3108673407909954E+000                  3.0359493833866491E+000                  6.9177559036511760E-001                  2.8821491814969402E-001                  2.0009491485188380E-002                  7.0008882853133815E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      14                  9.9999999805778139E-001                  1.8900176359211303E+000                  3.5472283696005227E+000                 -8.3085554633620102E+000                  3.0359583465757849E+000                  6.8636353295433095E-001                  2.9359780650298495E-001                  2.0038660542684106E-002                  6.9285606255455206E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      15                  9.9999999686637520E-001                  1.8900175301476163E+000                  3.5472298588871629E+000                 -8.3069425942737798E+000                  3.0359703935933218E+000                  6.8261412491030615E-001                  2.9732648976203663E-001                  2.0059385327657164E-002                  6.8785686037271987E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      16                  9.9999999561637520E-001                  1.8900174195834143E+000                  3.5472323525800959E+000                 -8.3059617712257090E+000                  3.0359905997042902E+000                  6.8036532492269530E-001                  2.9956594713058160E-001                  2.0068727946723097E-002                  6.8487722576583588E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      17                  9.9999999277132789E-001                  1.8900171685024809E+000                  3.5472364228713804E+000                 -8.3054330869286925E+000                  3.0360236245900416E+000                  6.7919992149054353E-001                  3.0072722426746373E-001                  2.0072854241992788E-002                  6.8336437653223184E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      18                  9.9999998892303144E-001                  1.8900168292953650E+000                  3.5472431613621862E+000                 -8.3052547916704764E+000                  3.0360783182027182E+000                  6.7889592600780257E-001                  3.0103022773346388E-001                  2.0073846258733541E-002                  6.8303316006772155E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      19                  9.9999998168517334E-001                  1.8900161915759124E+000                  3.5472529374123489E+000                 -8.3051783793845857E+000                  3.0361576515022950E+000                  6.7887959787377672E-001                  3.0104650360395691E-001                  2.0073898522266376E-002                  6.8312049445479721E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      20                  9.9999997284013387E-001                  1.8900154123828088E+000                  3.5472679567289029E+000                 -8.3050718041679445E+000                  3.0362794800306774E+000                  6.7887959784620833E-001                  3.0104650363152535E-001                  2.0073898522266376E-002                  6.8328816304453171E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      21                  9.9999995698185784E-001                  1.8900140156993848E+000                  3.5472976391746442E+000                 -8.3048613767481392E+000                  3.0365200526131417E+000                  6.7887959782449647E-001                  3.0104650365323710E-001                  2.0073898522266376E-002                  6.8361933718993096E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      22                  9.9999992403921467E-001                  1.8900111157095922E+000                  3.5473439464114578E+000                 -8.3045336722608472E+000                  3.0368947870806666E+000                  6.7887959781882345E-001                  3.0104650365891011E-001                  2.0073898522266376E-002                  6.8413540364397288E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      23                  9.9999988091392988E-001                  1.8900073221025706E+000                  3.5474239518527950E+000                 -8.3039689457517856E+000                  3.0375407696086851E+000                  6.7887959781726792E-001                  3.0104650366046570E-001                  2.0073898522266376E-002                  6.8502564487581172E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      24                  9.9999979276061135E-001                  1.8899995772775591E+000                  3.5475884031393381E+000                 -8.3028140692668178E+000                  3.0388626757498911E+000                  6.7887959781662333E-001                  3.0104650366111030E-001                  2.0073898522266376E-002                  6.8684981381326142E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      25                  9.9999961168177509E-001                  1.8899837093144636E+000                  3.5478386949059839E+000                 -8.3010732830420224E+000                  3.0408577019992951E+000                  6.7887959781642726E-001                  3.0104650366130636E-001                  2.0073898522266376E-002                  6.8960863212779190E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      26                  9.9999938493902629E-001                  1.8899639168625639E+000                  3.5482664925562792E+000                 -8.2981378888415804E+000                  3.0442276894753433E+000                  6.7887959781635965E-001                  3.0104650366137392E-001                  2.0073898522266376E-002                  6.9428579997148479E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      27                  9.9999891864860047E-001                  1.8899234799826703E+000                  3.5487824095166061E+000                 -8.2946803185921461E+000                  3.0482094873181227E+000                  6.7887959781633667E-001                  3.0104650366139696E-001                  2.0073898522266376E-002                  6.9983569367147831E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      28                  9.9999855943399707E-001                  1.8898925681625762E+000                  3.5492566005382966E+000                 -8.2915664992906564E+000                  3.0518052050832734E+000                  6.7887959781632867E-001                  3.0104650366140495E-001                  2.0073898522266376E-002                  7.0487177660391691E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      29                  9.9999816686802856E-001                  1.8898590202029835E+000                  3.5499146622576641E+000                 -8.2873416498882904E+000                  3.0566989031092087E+000                  6.7887959781632534E-001                  3.0104650366140834E-001                  2.0073898522266376E-002                  7.1176275985130173E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      30                  9.9999752654318774E-001                  1.8898048125510236E+000                  3.5511894348664259E+000                 -8.2794559668007555E+000                  3.0658804835618030E+000                  6.7887959781632301E-001                  3.0104650366141089E-001                  2.0073898522266154E-002                  7.2480551760524875E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      31                  9.9999619824950536E-001                  1.8896943244001077E+000                  3.5527579741227893E+000                 -8.2703767414989446E+000                  3.0765547972083032E+000                  6.7887959781632168E-001                  3.0104650366141211E-001                  2.0073898522266154E-002                  7.4011865517634412E-028                  0.0000000000000000E+000                  0.0000000000000000E+000 
