                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                      61                                      789                  1.0000000000000000E+000                  2.0000000000000000E-002                  1.2826383133386972E+009                  2.9485419606006924E+007                  5.6729979277839057E+003                  7.8856499126970703E-001                  9.1927755644898357E-001                 -1.6446227130639277E+000                  5.9949996651892867E-001                  3.2502527789574769E-005                  3.8010934169915334E-001                  1.5703076515748759E-005                  4.9976757134922124E-003                  9.2450506879222533E-003                  2.0638818363810378E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.9001643906421317E-001                  5.1921299204967495E-004                  2.8936889413588096E-001                  2.8298013804626768E-003                  1.7290006339688603E-003                  9.3765976674731813E-003                  2.0842827075456590E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.8211872736026944E+003                  3.2486038789756797E+007                  1.2681262940545345E+010                  7.8841519031194518E-001                  7.8841420662524730E-001                  1.3983297222020377E-046                  1.7172760803353775E-002                  5.0000000000000000E+001                  1.0000000000000000E+003                  4.0476986837017272E+016                               "r22.05.1"                               "gfortran"                                 "12.2.0"                  "aarch64-macos-22.10.1"                                 "CRMATH"                               "20221109"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                 tri_alfa 
                                       1                  1.0000000000000000E+000                 -3.6553342765207344E-002                  3.7540696780767253E+000                 -6.7353880636052486E+000                  4.8225091011505468E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  2.6989710056906671E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  9.9999999999949996E-001                 -3.6554056987687746E-002                  3.7549721515025629E+000                 -6.7291723254345150E+000                  4.8296286832736799E+000                  7.0000000000000018E-001                  2.8000000000000003E-001                  1.9999999999999796E-002                  2.7378933352194450E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  9.9999999999824996E-001                 -3.6555817185581131E-002                  3.7562867576899981E+000                 -6.7205164270981701E+000                  4.8396013816895440E+000                  7.0000000000000007E-001                  2.7999999999999992E-001                  2.0000000000000018E-002                  2.7930327537854461E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  9.9999999999699996E-001                 -3.6557542669148367E-002                  3.7582953034833380E+000                 -6.7079860713928383E+000                  4.8541439945433016E+000                  7.0000000000000007E-001                  2.8000000000000019E-001                  1.9999999999999796E-002                  2.8748266874810399E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  9.9999999999449996E-001                 -3.6560895549725365E-002                  3.7609944322560480E+000                 -6.6925992862366215E+000                  4.8722356398898770E+000                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002                  2.9785510320311877E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  9.9999999999215616E-001                 -3.6563929525832914E-002                  3.7637036475983896E+000                 -6.6784960319138538E+000                  4.8890545841098723E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  3.0769075319437974E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  9.9999999998981237E-001                 -3.6566866619919057E-002                  3.7669833899713518E+000                 -6.6629512713066967E+000                  4.9078877920932795E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  3.1890849995069475E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  9.9999999998668743E-001                 -3.6570645141509553E-002                  3.7709307191697357E+000                 -6.6463408301978140E+000                  4.9284572787243857E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  3.3134775626783929E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  9.9999999998356248E-001                 -3.6574281968069881E-002                  3.7740526879121261E+000                 -6.6346605058578199E+000                  4.9432697602433109E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  3.4038445423343971E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      10                  9.9999999998199984E-001                 -3.6576052160097280E-002                  3.7772515111816642E+000                 -6.6235463319493455E+000                  4.9575938807623414E+000                  7.0000000000000007E-001                  2.8000000000000019E-001                  1.9999999999999796E-002                  3.4921191789699125E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      11                  9.9999999997887490E-001                 -3.6579503152747106E-002                  3.7812018845469724E+000                 -6.6113757109804636E+000                  4.9737297830023675E+000                  6.9999999999999996E-001                  2.8000000000000019E-001                  1.9999999999999796E-002                  3.5914134981567591E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      12                  9.9999999997653122E-001                 -3.6582019923323598E-002                  3.7859040438292961E+000                 -6.5983611900331409E+000                  4.9914657204631263E+000                  6.9999999744705954E-001                  2.8000000255294066E-001                  1.9999999999999796E-002                  3.7007193214149164E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      13                  9.9999999997262501E-001                 -3.6586090798055457E-002                  3.7916171038020239E+000                 -6.5849758862966423E+000                  5.0105901229281216E+000                  6.9999999361798826E-001                  2.8000000638201189E-001                  1.9999999999999796E-002                  3.8166113742759353E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      14                  9.9999999996950006E-001                 -3.6589248733621786E-002                  3.7956748831060318E+000                 -6.5767564672373320E+000                  5.0228876800262618E+000                  6.9999999361798826E-001                  2.8000000638201189E-001                  1.9999999999999796E-002                  3.8895682496710152E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      15                  9.9999999996793754E-001                 -3.6590798124203218E-002                  3.7977699997489314E+000                 -6.5728420335823525E+000                  5.0289083795398275E+000                  6.9999999361798826E-001                  2.8000000638201189E-001                  1.9999999999999796E-002                  3.9248021255140817E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      16                  9.9999999996715638E-001                 -3.6591565874436856E-002                  3.7991897600276370E+000                 -6.5703016554222922E+000                  5.0328763315041769E+000                  6.9999999361798837E-001                  2.8000000638201189E-001                  1.9999999999999796E-002                  3.9478387477085579E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      17                  9.9999999996637501E-001                 -3.6592329150910020E-002                  3.8013557689777357E+000                 -6.5665951938843268E+000                  5.0387611425760745E+000                  6.9999999058611395E-001                  2.8000000941388620E-001                  1.9999999999999796E-002                  3.9816924311692321E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      18                  9.9999999996481237E-001                 -3.6593842742915682E-002                  3.8043538221533222E+000                 -6.5618867706686990E+000                  5.0464856404698866E+000                  6.9999999058611395E-001                  2.8000000941388620E-001                  1.9999999999999796E-002                  4.0251168244756426E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      19                  9.9999999996324995E-001                 -3.6595340029447608E-002                  3.8090154883075908E+000                 -6.5552434846817125E+000                  5.0578208886089495E+000                  6.9999999058611395E-001                  2.8000000941388620E-001                  1.9999999999999796E-002                  4.0871927848647787E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      20                  9.9999999996012501E-001                 -3.6598289189195922E-002                  3.8140616199396660E+000                 -6.5492789078189650E+000                  5.0688680887642521E+000                  6.9999999058611395E-001                  2.8000000941388620E-001                  1.9999999999999796E-002                  4.1437421869170549E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      21                  9.9999999995856248E-001                 -3.6599743677827264E-002                  3.8175453354213320E+000                 -6.5455783948818516E+000                  5.0760798941341179E+000                  6.9999999058611395E-001                  2.8000000941388620E-001                  1.9999999999999796E-002                  4.1792189858022802E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      22                  9.9999999995699995E-001                 -3.6601185840207384E-002                  3.8229552117555641E+000                 -6.5404372815585621E+000                  5.0866780489416366E+000                  6.9999999058611395E-001                  2.8000000941388620E-001                  1.9999999999999796E-002                  4.2290116194729353E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      23                  9.9999999995387501E-001                 -3.6604036264325637E-002                  3.8307058183738323E+000                 -6.5345258473875507E+000                  5.1004185861861249E+000                  6.9999999058611395E-001                  2.8000000941388620E-001                  1.9999999999999796E-002                  4.2869988177237811E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      24                  9.9999999995075006E-001                 -3.6606848207520998E-002                  3.8368953728759467E+000                 -6.5307613233597444E+000                  5.1104462688390635E+000                  6.9999999058611395E-001                  2.8000000941388620E-001                  1.9999999999999796E-002                  4.3243400865185033E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      25                  9.9999999994918753E-001                 -3.6608242064879143E-002                  3.8411201940132353E+000                 -6.5284838962609202E+000                  5.1170051106349206E+000                  6.9999999058611395E-001                  2.8000000941388620E-001                  1.9999999999999796E-002                  4.3470882291709924E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      26                  9.9999999994762512E-001                 -3.6609628645340370E-002                  3.8475923713929627E+000                 -6.5253979212805220E+000                  5.1266614286978482E+000                  6.9999999058611395E-001                  2.8000000941388620E-001                  1.9999999999999796E-002                  4.3781036780301767E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      27                  9.9999999994450017E-001                 -3.6612382210175196E-002                  3.8548565841709461E+000                 -6.5225671528780973E+000                  5.1368859545424517E+000                  6.9999999058611395E-001                  2.8000000941388620E-001                  1.9999999999999796E-002                  4.4067487918520793E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      28                  9.9999999994254696E-001                 -3.6614092033555076E-002                  3.8618625402694020E+000                 -6.5201110184548892E+000                  5.1464954554903413E+000                  6.9999999058611395E-001                  2.8000000941388620E-001                  1.9999999999999796E-002                  4.4317547605007456E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
